Latitude	Longitude	Date	Yr_code	Bay	Site	Size	LL	LO	NL	TT	FV	AN	ME	MM	OSB	NSB	PSB	PFV	PAN	PME	PBR
44 10.361	68 28.309	02Aug2000	2000b	SC	HN	1	46.8	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	18.4	0.0	0.0	0.0	81.6
44 10.354	68 28.316	02Aug2000	2000b	SC	HN	2	77.6	0.2	0.0	0.0	0.0	2.0	0.0	0.0	0.8	4.9	78.5	17.4	3.2	0.0	4.1
44 10.377	68 28.281	02Aug2000	2000b	SC	HN	4	100.8	0.0	0.2	0.0	1.0	5.0	0.4	0.0	0.1	5.4	72.4	3.4	7.2	0.0	24.1
44 10.326	68 28.314	02Aug2000	2000b	SC	HN	8	55.2	1.6	2.2	0.0	248.0	32.0	1.0	0.0	0.3	6.1	12.8	85.6	0.0	0.0	1.6
44 9.923	68 28.626	02Aug2000	2000b	SC	MD	0	15.4	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0
44 9.931	68 28.642	02Aug2000	2000b	SC	MD	1	32.6	0.0	0.8	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
44 9.909	68 28.635	02Aug2000	2000b	SC	MD	2	32.6	1.0	0.0	0.2	0.0	0.0	0.8	0.0	0.0	1.5	0.0	0.0	0.0	0.0	100.0
44 9.946	68 28.596	02Aug2000	2000b	SC	MD	4	45.2	0.0	3.4	0.0	8.0	50.0	0.0	0.0	0.0	11.8	86.1	11.5	2.4	0.0	2.5
44 9.945	68 28.626	02Aug2000	2000b	SC	MD	8	51.0	0.0	8.4	0.0	8.0	6.0	0.0	0.0	0.0	9.0	75.2	11.2	0.0	0.0	13.6
44 9.614	68 28.834	01Aug2000	2000b	SC	PL	0	12.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	100.0	0.0	100.0
44 9.606	68 28.858	01Aug2000	2000b	SC	PL	1	12.8	2.8	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
44 9.615	68 28.802	01Aug2000	2000b	SC	PL	2	18.4	0.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	4.5	52.8	0.0	0.0	0.0	47.2
44 9.615	68 28.816	01Aug2000	2000b	SC	PL	4	28.4	0.2	0.0	0.0	1.0	0.0	0.0	0.0	0.2	5.6	100.0	0.0	0.0	0.0	0.0
44 9.613	68 28.849	01Aug2000	2000b	SC	PL	8	35.2	0.0	0.0	0.0	43.0	39.0	0.2	0.0	0.7	6.3	96.8	3.2	0.0	0.0	0.0
44 9.314	68 28.117	02Aug2000	2000b	TC	JL	0	23.4	5.6	4.8	0.4	0.0	0.0	0.0	1.5	0.1	12.7	0.0	0.0	100.0	0.0	100.0
44 9.318	68 28.167	02Aug2000	2000b	TC	JL	1	5.4	16.2	0.8	0.0	23.0	3.0	0.0	0.0	0.0	4.1	0.0	10.4	0.0	0.0	89.6
44 9.309	68 28.157	02Aug2000	2000b	TC	JL	2	37.0	4.4	1.2	0.4	6.0	0.0	0.0	7.8	0.0	3.9	4.8	60.8	0.0	0.0	34.4
44 9.312	68 28.98	02Aug2000	2000b	TC	JL	4	5.2	10.4	4.2	0.0	62.0	1.0	0.2	0.0	1.1	14.6	0.0	100.0	0.0	0.0	0.0
44 9.312	68 28.141	02Aug2000	2000b	TC	JL	8	18.8	19.4	2.2	0.0	56.0	0.0	0.0	0.0	0.0	18.4	0.0	100.0	0.0	0.0	0.0
44 8.164	68 27.194	31Jul2000	2000b	TC	LD	0	13.8	2.2	0.6	1.8	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	100.0	0.0	100.0
44 8.165	68 27.186	31Jul2000	2000b	TC	LD	1	19.6	5.2	0.0	4.0	4.0	0.0	0.0	1.8	0.0	0.2	0.0	24.0	0.0	0.0	76.0
44 8.152	68 27.156	31Jul2000	2000b	TC	LD	2	56.8	3.8	3.0	6.2	4.0	0.0	0.0	0.5	0.0	5.3	13.6	27.1	5.6	0.0	59.3
44 8.121	68 27.133	31Jul2000	2000b	TC	LD	4	17.6	5.4	0.6	1.6	18.0	2.0	0.0	1.8	0.0	0.0	0.0	100.0	0.0	0.0	0.0
44 8.133	68 27.145	31Jul2000	2000b	TC	LD	8	37.6	3.6	4.0	0.0	19.0	1.0	0.0	0.0	0.0	5.3	8.9	89.5	0.8	0.0	1.6
44 9.465	68 27.823	31Jul2000	2000b	TC	LH	0	17.4	1.6	0.6	0.2	0.0	0.0	0.0	0.5	0.0	0.9	0.0	0.0	100.0	0.0	100.0
44 9.460	68 27.804	31Jul2000	2000b	TC	LH	1	54.4	2.0	0.2	0.2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
44 9.463	68 27.772	31Jul2000	2000b	TC	LH	2	48.0	3.6	6.8	1.2	1.0	0.0	0.0	0.0	0.0	7.1	15.6	64.4	0.0	0.0	20.0
44 9.468	68 27.790	31Jul2000	2000b	TC	LH	4	47.0	1.8	0.0	0.0	94.0	0.0	0.0	0.0	1.4	8.5	83.8	16.2	0.0	0.0	0.0
44 9.451	68 27.826	31Jul2000	2000b	TC	LH	8	36.0	1.8	6.6	0.0	21.0	2.0	0.0	0.0	0.0	7.6	14.3	83.0	0.0	0.0	2.7
44 8.629	68 26.663	21Jul2001	2001b	BC	DK	0	10.4	0.4	0.8	0.0	1.0	0.0	0.0	0.0	1.0	2.0	-999.9	2.4	97.6	-999.9	-999.9
44 8.633	68 26.650	21Jul2001	2001b	BC	DK	1	19.2	1.6	0.0	0.0	14.0	2.0	0.0	0.0	1.8	0.9	30.4	61.6	1.6	0.0	6.4
44 8.657	68 26.687	21Jul2001	2001b	BC	DK	2	17.2	0.2	0.0	0.0	16.0	0.0	0.0	0.0	0.9	1.9	89.6	10.4	0.0	0.0	0.0
44 8.651	68 26.665	21Jul2001	2001b	BC	DK	4	32.6	2.8	0.0	0.0	43.0	4.0	0.0	0.0	1.0	1.1	5.6	67.2	0.0	0.0	27.2
44 8.672	68 26.701	21Jul2001	2001b	BC	DK	8	62.0	0.0	0.0	0.0	107.0	6.0	0.6	0.0	0.6	5.6	2.4	96.8	0.0	0.0	0.8
44 8.302	68 25.950	21Jul2001	2001b	BC	LC	0	26.4	4.2	0.0	0.0	0.0	1.0	40.8	0.0	0.4	4.6	0.0	0.0	100.0	0.0	100.0
44 8.288	68 25.917	21Jul2001	2001b	BC	LC	1	13.0	0.2	0.2	0.0	1.0	0.0	0.0	0.0	0.1	5.0	12.0	0.0	69.6	0.0	18.4
44 8.292	68 25.940	21Jul2001	2001b	BC	LC	2	30.8	0.4	0.0	0.0	21.0	0.0	34.6	0.0	0.5	4.7	16.8	32.0	40.0	0.0	11.2
44 8.306	68 25.967	21Jul2001	2001b	BC	LC	4	63.2	0.6	0.0	0.0	10.0	2.0	9.4	0.0	0.9	5.8	15.2	60.0	18.4	0.0	6.4
44 8.276	68 25.896	21Jul2001	2001b	BC	LC	8	29.6	0.0	0.0	0.0	7.0	0.0	10.6	0.0	0.1	7.0	13.6	38.4	16.0	0.0	32.0
44 8.443	68 26.448	21Jul2001	2001b	BC	MP	0	24.8	1.2	0.0	0.6	9.0	0.0	47.8	0.0	0.5	5.9	-999.9	9.6	90.4	-999.9	-999.9
44 8.450	68 26.503	21Jul2001	2001b	BC	MP	1	77.2	0.0	0.4	0.4	0.0	0.0	54.8	0.0	0.5	5.9	24.8	6.4	46.4	6.4	16.0
44 8.452	68 26.481	21Jul2001	2001b	BC	MP	2	28.8	0.0	0.0	0.0	16.0	0.0	6.8	0.0	0.8	9.1	61.6	9.6	17.6	0.0	11.2
44 8.433	68 26.427	21Jul2001	2001b	BC	MP	4	98.6	0.0	0.8	0.0	7.0	0.0	45.4	0.0	0.2	6.3	52.0	8.0	0.0	14.4	25.6
44 8.449	68 26.456	21Jul2001	2001b	BC	MP	8	93.8	0.6	0.0	0.0	16.0	0.0	1.0	0.0	0.3	7.1	38.4	22.4	1.6	0.0	37.6
44 10.487	68 26.890	22Jul2001	2001b	MC	BO	0	11.4	0.2	0.0	0.0	0.0	0.0	0.2	0.0	0.4	2.9	0.0	0.0	100.0	0.0	100.0
44 10.456	68 26.911	22Jul2001	2001b	MC	BO	1	15.2	0.0	0.2	0.0	0.0	4.0	0.2	0.0	0.3	11.6	88.0	0.0	3.2	0.0	8.8
44 10.510	68 26.873	22Jul2001	2001b	MC	BO	2	32.0	0.4	0.0	1.4	78.0	29.0	0.0	0.0	0.6	3.1	45.6	45.6	2.4	0.0	6.4
44 10.469	68 26.897	22Jul2001	2001b	MC	BO	4	28.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	7.8	100.0	0.0	0.0	0.0	0.0
44 10.500	68 26.884	22Jul2001	2001b	MC	BO	8	24.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.8	100.0	0.0	0.0	0.0	0.0
44 10.462	68 25.380	20Jul2001	2001b	MC	BS	0	16.8	5.0	0.2	0.6	0.0	2.0	1.6	0.0	3.6	1.8	9.6	0.0	90.4	0.0	0.0
44 10.475	68 25.379	20Jul2001	2001b	MC	BS	1	26.8	0.8	0.2	1.0	0.0	11.0	15.6	0.0	2.1	5.7	91.2	0.0	-999.9	0.0	8.8
44 10.484	68 25.372	20Jul2001	2001b	MC	BS	2	22.6	1.0	0.0	0.2	1.0	0.0	3.0	0.0	1.6	1.3	77.6	0.0	4.0	0.0	18.4
44 10.509	68 25.358	20Jul2001	2001b	MC	BS	4	102.2	0.0	0.2	0.2	7.0	103.0	55.0	0.0	2.0	4.4	68.8	4.0	0.8	2.4	24.0
44 10.497	68 25.366	20Jul2001	2001b	MC	BS	8	45.2	0.0	0.0	0.0	12.0	152.0	0.4	0.0	0.6	6.0	65.6	2.4	0.0	0.0	32.0
44 9.885	68 27.212	20Jul2001	2001b	MC	GR	0	9.4	1.4	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.7	1.6	0.0	94.4	0.0	4.0
44 9.855	68 27.207	20Jul2001	2001b	MC	GR	1	8.0	1.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	2.2	10.4	0.0	24.8	0.0	64.8
44 9.877	68 27.203	20Jul2001	2001b	MC	GR	2	25.8	0.6	0.2	0.2	0.0	0.0	0.0	0.0	0.4	2.2	48.0	0.0	11.2	0.0	40.8
44 9.866	68 27.207	20Jul2001	2001b	MC	GR	4	4.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.3	58.4	0.0	0.0	0.0	41.6
44 9.839	68 27.221	20Jul2001	2001b	MC	GR	8	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	100.0	0.0	0.0	0.0	0.0
44 10.338	68 28.328	26Jul2001	2001b	SC	HN	0	20.0	2.4	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	100.0	0.0	100.0
44 10.361	68 28.309	26Jul2001	2001b	SC	HN	1	39.4	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.7	2.3	71.2	1.6	4.0	0.0	23.2
44 10.354	68 28.316	26Jul2001	2001b	SC	HN	2	42.8	0.0	0.0	0.0	2.0	1.0	0.2	0.0	0.8	3.2	73.6	8.8	0.0	0.0	17.6
44 10.377	68 28.281	26Jul2001	2001b	SC	HN	4	28.6	0.0	0.0	0.0	20.0	0.0	4.2	0.0	0.7	5.8	64.0	6.4	0.0	0.0	29.6
44 10.326	68 28.314	26Jul2001	2001b	SC	HN	8	36.6	1.2	0.4	0.0	94.0	3.0	0.2	0.0	0.1	7.3	43.2	56.8	0.0	0.0	0.0
44 9.923	68 28.626	23Jul2001	2001b	SC	MD	0	33.4	2.4	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0
44 9.931	68 28.642	23Jul2001	2001b	SC	MD	1	88.8	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	100.0
44 9.909	68 28.635	23Jul2001	2001b	SC	MD	2	25.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.2	3.8	88.8	0.0	0.0	0.0	11.2
44 9.946	68 28.596	23Jul2001	2001b	SC	MD	4	37.8	0.0	1.4	0.0	6.0	4.0	0.0	0.0	0.3	6.2	0.0	78.4	16.0	4.0	1.6
44 9.945	68 28.626	23Jul2001	2001b	SC	MD	8	24.8	0.0	1.4	0.0	6.0	1.0	0.0	0.0	0.0	9.0	85.6	12.8	0.0	0.0	1.6
44 9.614	68 28.834	22Jul2001	2001b	SC	PL	0	9.6	0.4	0.2	0.0	0.0	0.0	0.0	0.0	0.4	1.3	-999.9	-999.9	100.0	-999.9	-999.9
44 9.606	68 28.858	22Jul2001	2001b	SC	PL	1	13.6	0.6	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	100.0
44 9.615	68 28.802	22Jul2001	2001b	SC	PL	2	14.4	0.2	0.0	0.0	14.0	2.0	0.0	0.0	0.9	2.7	56.8	0.0	0.0	0.0	43.2
44 9.615	68 28.816	22Jul2001	2001b	SC	PL	4	10.6	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.2	0.7	68.8	0.0	0.0	0.0	31.2
44 9.613	68 28.849	22Jul2001	2001b	SC	PL	8	22.0	0.0	0.0	0.0	36.0	14.0	0.0	0.0	0.9	0.9	47.2	0.0	0.0	0.0	52.8
44 9.314	68 28.117	24Jul2001	2001b	TC	JL	0	12.4	2.2	2.6	0.0	5.0	2.0	0.0	0.0	1.3	16.5	8.0	2.4	89.6	0.0	0.0
44 9.318	68 28.167	24Jul2001	2001b	TC	JL	1	7.2	13.8	0.8	0.0	15.0	0.0	0.0	0.0	0.0	14.2	19.2	79.2	0.0	0.0	1.6
44 9.309	68 28.157	24Jul2001	2001b	TC	JL	2	41.0	3.6	0.2	1.4	4.0	1.0	0.0	7.6	0.0	6.6	0.0	88.8	2.4	0.0	8.8
44 9.312	68 28.98	24Jul2001	2001b	TC	JL	4	8.2	7.0	1.6	0.0	48.0	0.0	0.0	0.0	2.1	11.7	1.6	98.4	0.0	0.0	0.0
44 9.312	68 28.141	24Jul2001	2001b	TC	JL	8	15.0	7.6	7.0	0.0	43.0	0.0	0.0	0.0	3.2	12.0	8.8	91.2	0.0	0.0	0.0
44 8.164	68 27.194	23Jul2001	2001b	TC	LD	0	9.2	3.2	0.2	0.8	0.0	0.0	0.0	5.0	0.0	0.1	0.0	0.0	100.0	0.0	100.0
44 8.165	68 27.186	23Jul2001	2001b	TC	LD	1	17.2	4.0	1.0	1.6	1.0	0.0	0.0	1.0	0.3	0.2	9.6	52.0	15.2	0.0	23.2
44 8.152	68 27.156	23Jul2001	2001b	TC	LD	2	41.6	1.4	1.6	2.2	31.0	0.0	0.0	1.0	0.6	6.8	60.8	16.8	0.0	0.0	22.4
44 8.121	68 27.133	23Jul2001	2001b	TC	LD	4	10.6	2.6	0.8	2.6	6.0	0.0	0.0	0.0	0.0	3.3	4.0	94.4	0.0	0.0	1.6
44 8.133	68 27.145	23Jul2001	2001b	TC	LD	8	32.8	2.2	0.2	0.2	9.0	0.0	0.0	0.6	0.3	7.9	4.0	88.8	1.6	0.0	5.6
44 9.465	68 27.823	21Jul2001	2001b	TC	LH	0	39.6	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1	8.3	0.0	0.0	100.0	0.0	100.0
44 9.460	68 27.804	21Jul2001	2001b	TC	LH	1	25.2	1.8	1.2	0.4	2.0	2.0	0.0	0.0	0.0	4.5	40.0	2.4	0.0	0.0	57.6
44 9.463	68 27.772	21Jul2001	2001b	TC	LH	2	43.2	2.0	4.4	0.4	7.0	2.0	0.0	0.0	2.6	8.2	48.8	31.2	16.8	0.0	3.2
44 9.468	68 27.790	21Jul2001	2001b	TC	LH	4	56.6	0.8	0.0	0.0	104.0	1.0	0.4	0.0	2.2	2.3	21.6	62.4	5.6	0.0	10.4
44 9.451	68 27.826	21Jul2001	2001b	TC	LH	8	62.6	0.6	1.2	0.0	9.0	0.0	0.0	0.0	1.2	10.9	27.2	72.8	0.0	0.0	0.0
44 8.629	68 26.663	10Jul2002	2002b	BC	DK	0	13.6	0.0	0.4	0.0	15.0	0.0	0.4	0.0	3.4	0.9	4.8	0.0	95.2	0.0	95.2
44 8.633	68 26.650	10Jul2002	2002b	BC	DK	1	18.2	1.6	0.2	0.0	130.0	15.0	0.0	0.0	1.5	0.7	0.0	100.0	0.0	0.0	0.0
44 8.657	68 26.687	10Jul2002	2002b	BC	DK	2	12.6	0.4	0.0	0.0	25.0	0.0	0.0	0.0	3.1	0.4	82.3	11.3	0.8	0.0	6.5
44 8.651	68 26.665	10Jul2002	2002b	BC	DK	4	52.2	1.0	0.0	0.2	90.0	10.0	1.8	0.0	1.2	0.7	0.0	84.7	0.8	0.0	15.3
44 8.672	68 26.701	10Jul2002	2002b	BC	DK	8	65.6	0.0	0.0	0.0	180.0	5.0	1.4	0.0	2.3	5.7	0.8	95.1	1.6	0.0	4.1
44 8.302	68 25.950	15Jul2002	2002b	BC	LC	0	27.2	0.6	0.8	0.0	0.0	0.0	15.8	0.0	1.2	4.8	0.8	0.8	90.4	0.0	98.4
44 8.288	68 25.917	15Jul2002	2002b	BC	LC	1	6.2	0.2	0.0	0.0	0.0	0.0	0.2	0.0	1.8	2.1	7.7	23.1	0.0	0.0	69.2
44 8.292	68 25.940	15Jul2002	2002b	BC	LC	2	27.4	1.0	0.0	0.6	155.0	10.0	46.2	0.0	1.5	3.1	1.1	86.5	0.0	4.5	7.9
44 8.306	68 25.967	15Jul2002	2002b	BC	LC	4	42.2	1.2	0.4	0.2	90.0	35.0	10.4	0.0	2.0	2.3	15.6	75.4	2.4	0.0	9.0
44 8.276	68 25.896	15Jul2002	2002b	BC	LC	8	22.2	0.8	0.0	0.0	195.0	30.0	32.2	0.0	1.3	1.9	0.0	92.4	5.6	0.0	7.6
44 8.443	68 26.448	10Jul2002	2002b	BC	MP	0	20.8	0.4	0.2	1.2	0.0	0.0	39.4	0.0	1.0	4.7	0.8	4.8	94.4	0.0	94.4
44 8.450	68 26.503	10Jul2002	2002b	BC	MP	1	43.8	0.0	0.8	2.6	0.0	0.0	49.2	0.0	1.7	3.4	14.3	85.7	0.0	0.0	0.0
44 8.452	68 26.481	09Jul2002	2002b	BC	MP	2	71.8	0.2	0.4	0.0	195.0	40.0	20.2	0.0	2.8	6.2	30.7	61.4	8.8	0.9	7.0
44 8.433	68 26.427	09Jul2002	2002b	BC	MP	4	86.6	0.2	0.2	0.4	60.0	5.0	77.4	0.0	2.3	9.0	19.3	58.8	4.8	12.6	9.2
44 8.449	68 26.456	09Jul2002	2002b	BC	MP	8	69.2	0.6	0.4	0.0	150.0	40.0	5.0	0.0	1.7	2.9	2.5	68.6	3.2	0.0	28.9
44 10.487	68 26.890	12Jul2002	2002b	MC	BO	0	24.6	0.4	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.1	0.8	0.0	99.2	0.0	99.2
44 10.456	68 26.911	12Jul2002	2002b	MC	BO	1	25.6	0.0	0.2	0.0	0.0	0.0	0.6	0.0	1.8	3.5	97.4	0.0	0.0	0.0	2.6
44 10.510	68 26.873	12Jul2002	2002b	MC	BO	2	35.2	0.0	0.0	0.4	180.0	60.0	0.0	0.0	1.4	6.8	48.7	11.8	4.8	0.0	39.5
44 10.469	68 26.897	12Jul2002	2002b	MC	BO	4	108.4	0.0	0.0	0.0	40.0	15.0	0.0	0.0	3.7	3.3	100.0	0.0	0.0	0.0	0.0
44 10.500	68 26.884	12Jul2002	2002b	MC	BO	8	47.8	0.0	0.0	0.0	125.0	20.0	0.0	0.0	3.6	4.6	98.4	1.6	0.0	0.0	0.0
44 10.462	68 25.380	13Jul2002	2002b	MC	BS	0	25.4	1.0	0.0	0.2	0.0	5.0	6.0	0.0	3.3	3.1	0.0	0.0	100.0	0.0	100.0
44 10.475	68 25.379	11Jul2002	2002b	MC	BS	1	27.0	0.0	0.0	0.0	20.0	475.0	25.4	0.0	3.0	1.5	98.2	0.9	0.0	0.9	0.0
44 10.484	68 25.372	11Jul2002	2002b	MC	BS	2	110.0	0.0	0.0	0.0	20.0	70.0	2.2	0.0	2.4	3.9	100.0	0.0	5.6	0.0	0.0
44 10.509	68 25.358	11Jul2002	2002b	MC	BS	4	77.8	0.0	0.2	0.0	35.0	730.0	77.8	0.0	1.7	7.4	83.7	8.1	1.6	8.1	0.0
44 10.497	68 25.366	13Jul2002	2002b	MC	BS	8	48.0	0.0	0.0	0.0	15.0	460.0	11.6	0.0	1.8	7.6	87.9	1.6	0.8	0.0	10.5
44 9.885	68 27.212	11Jul2002	2002b	MC	GR	0	17.2	3.0	0.6	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.0	0.8	99.2	0.0	99.2
44 9.855	68 27.207	11Jul2002	2002b	MC	GR	1	29.6	1.0	0.4	0.0	0.0	0.0	0.0	0.0	1.7	0.2	62.9	0.0	0.0	0.0	37.1
44 9.877	68 27.203	11Jul2002	2002b	MC	GR	2	37.4	0.6	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	84.3	2.9	0.0	0.0	12.9
44 9.866	68 27.207	11Jul2002	2002b	MC	GR	4	48.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	24.0	0.0	0.0	0.0	76.0
44 9.839	68 27.221	11Jul2002	2002b	MC	GR	8	5.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	3.5	0.0	94.4	0.0	0.0	0.0	5.6
44 10.338	68 28.328	16Jul2002	2002b	SC	HN	0	39.8	1.4	1.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.0	0.0	100.0	0.0	100.0
44 10.361	68 28.309	16Jul2002	2002b	SC	HN	1	34.6	0.0	0.0	0.0	10.0	0.0	0.2	0.0	2.6	0.4	100.0	0.0	0.0	0.0	0.0
44 10.354	68 28.316	16Jul2002	2002b	SC	HN	2	54.6	0.0	0.0	0.0	5.0	0.0	1.6	0.0	1.4	1.1	54.4	0.0	0.0	0.0	45.6
44 10.377	68 28.281	16Jul2002	2002b	SC	HN	4	44.2	0.0	0.0	0.0	260.0	30.0	3.6	0.0	0.9	4.0	30.4	17.6	0.0	0.8	51.2
44 10.326	68 28.314	16Jul2002	2002b	SC	HN	8	59.4	1.0	0.2	0.2	300.0	0.0	0.0	0.0	4.2	3.2	15.2	84.0	0.0	0.0	0.8
44 9.923	68 28.626	14Jul2002	2002b	SC	MD	0	13.6	1.6	0.6	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.0	0.0	100.0	0.0	100.0
44 9.931	68 28.642	14Jul2002	2002b	SC	MD	1	16.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	100.0
44 9.909	68 28.635	14Jul2002	2002b	SC	MD	2	12.4	0.4	0.2	0.0	10.0	0.0	0.0	0.0	4.6	1.3	97.5	2.5	0.0	0.0	0.0
44 9.946	68 28.596	14Jul2002	2002b	SC	MD	4	31.8	0.6	0.4	0.0	105.0	35.0	0.6	0.0	3.9	4.1	72.0	22.9	5.6	0.0	5.1
44 9.945	68 28.626	14Jul2002	2002b	SC	MD	8	37.6	0.6	0.4	0.0	80.0	5.0	0.0	0.0	4.8	2.2	40.8	34.4	0.0	0.0	24.8
44 9.614	68 28.834	13Jul2002	2002b	SC	PL	0	17.4	0.4	0.2	0.0	0.0	0.0	1.0	0.0	2.1	4.0	0.0	0.0	100.0	0.0	100.0
44 9.606	68 28.858	13Jul2002	2002b	SC	PL	1	8.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	3.3	3.3	0.0	0.0	93.4
44 9.615	68 28.802	13Jul2002	2002b	SC	PL	2	13.6	0.2	0.0	0.0	40.0	60.0	0.2	0.0	2.4	3.3	57.6	0.8	5.6	0.0	41.5
44 9.615	68 28.816	13Jul2002	2002b	SC	PL	4	27.2	0.0	0.0	0.0	365.0	160.0	0.0	0.0	0.3	0.7	32.0	0.8	0.0	0.0	67.2
44 9.613	68 28.849	13Jul2002	2002b	SC	PL	8	51.2	0.0	0.0	0.0	670.0	345.0	0.6	0.0	1.0	2.6	33.6	25.6	0.0	0.0	40.8
44 9.314	68 28.117	14Jul2002	2002b	TC	JL	0	3.0	2.4	3.0	0.0	0.0	0.0	0.0	0.0	3.3	12.3	1.6	0.0	98.4	0.0	98.4
44 9.318	68 28.167	14Jul2002	2002b	TC	JL	1	8.8	10.4	0.0	0.2	65.0	10.0	0.0	0.0	2.7	4.7	0.0	100.0	0.0	0.0	0.0
44 9.309	68 28.157	14Jul2002	2002b	TC	JL	2	28.6	4.8	4.6	2.4	95.0	0.0	0.0	6.8	2.0	2.6	2.5	94.2	4.0	0.0	3.3
44 9.312	68 28.98	14Jul2002	2002b	TC	JL	4	13.4	4.6	0.0	0.0	275.0	0.0	0.2	0.0	4.1	6.6	0.8	99.2	0.0	0.0	0.0
44 9.312	68 28.141	14Jul2002	2002b	TC	JL	8	26.8	10.6	1.8	0.0	405.0	5.0	0.2	0.0	4.6	6.8	0.0	100.0	0.0	0.0	0.0
44 8.164	68 27.194	15Jul2002	2002b	TC	LD	0	14.6	4.2	0.4	0.6	0.0	0.0	0.0	4.4	0.7	0.6	0.0	0.0	99.2	0.0	100.0
44 8.165	68 27.186	15Jul2002	2002b	TC	LD	1	10.8	9.2	1.0	1.8	85.0	10.0	0.0	0.2	0.7	4.2	2.5	80.7	4.8	0.0	16.8
44 8.152	68 27.156	15Jul2002	2002b	TC	LD	2	28.2	3.6	2.2	0.4	535.0	0.0	0.2	1.4	1.8	7.3	9.6	80.8	0.0	0.0	9.6
44 8.121	68 27.133	15Jul2002	2002b	TC	LD	4	16.6	3.6	0.6	3.6	155.0	30.0	0.0	0.2	1.0	2.9	0.0	100.0	0.0	0.0	0.0
44 8.133	68 27.145	15Jul2002	2002b	TC	LD	8	42.6	4.6	0.2	0.2	275.0	25.0	0.4	0.0	6.5	4.3	2.4	92.8	0.0	0.0	4.8
44 9.465	68 27.823	12Jul2002	2002b	TC	LH	0	43.4	0.8	1.0	0.0	0.0	0.0	0.8	0.0	2.0	5.8	0.0	0.0	100.0	0.0	100.0
44 9.460	68 27.804	12Jul2002	2002b	TC	LH	1	44.2	2.0	0.8	0.0	20.0	5.0	0.0	0.6	1.9	3.0	70.3	18.8	0.0	0.0	10.9
44 9.463	68 27.772	12Jul2002	2002b	TC	LH	2	47.4	3.6	1.8	1.4	195.0	15.0	1.6	0.2	3.9	3.4	58.1	39.8	0.0	0.0	2.2
44 9.468	68 27.790	12Jul2002	2002b	TC	LH	4	39.8	2.8	0.2	0.0	480.0	10.0	0.0	0.0	1.2	3.4	0.8	94.4	0.0	0.0	4.8
44 9.451	68 27.826	12Jul2002	2002b	TC	LH	8	48.6	1.2	0.8	0.0	745.0	15.0	0.8	0.0	3.7	7.1	16.8	83.2	0.0	0.0	0.0
